###################################################################################################
### CosmicWatch: The Desktop Muon Detector
### Device ID: MaeCJemison
### Launch time: 0:00:05 1/1/2019
### Questions? Email Spencer N. Axani (saxani@mit.edu)
### Event Time Date TimeStamp[ms] ADC1 ADC2 SiPM[mV] Temp[C] Pressure[Pa] DeadTime[us] Coincident ID
###################################################################################################
1	0:00:06	1/1/2019 	296	962.00	187.00	44.12	23.75	101048.15	47978	0	MaeCJemison	
2	0:00:06	1/1/2019 	559	158.00	8.00	8.24	23.76	101049.39	52684	0	MaeCJemison	
3	0:00:07	1/1/2019 	1929	560.00	9.00	13.52	23.76	101050.98	49795	0	MaeCJemison	
4	0:00:08	1/1/2019 	2784	83.00	9.00	6.20	23.76	101051.86	49797	0	MaeCJemison	
5	0:00:10	1/1/2019 	4608	869.00	77.00	25.91	23.77	101052.69	97774	0	MaeCJemison	
6	0:00:11	1/1/2019 	5014	176.00	9.00	8.73	23.77	101052.69	1821	0	MaeCJemison	
7	0:00:11	1/1/2019 	5085	93.00	9.00	6.42	23.77	101052.69	1821	0	MaeCJemison	
8	0:00:12	1/1/2019 	6048	569.00	8.00	13.48	23.77	101052.98	51778	0	MaeCJemison	
9	0:00:12	1/1/2019 	6236	911.00	111.00	32.15	23.77	101052.98	1821	1	MaeCJemison	
10	0:00:12	1/1/2019 	6466	96.00	8.00	6.49	23.77	101052.98	1821	0	MaeCJemison	
11	0:00:12	1/1/2019 	6606	653.00	9.00	14.54	23.77	101052.66	49796	0	MaeCJemison	
12	0:00:12	1/1/2019 	6998	773.00	25.00	19.31	23.77	101052.66	1820	0	MaeCJemison	
13	0:00:14	1/1/2019 	8445	66.00	8.00	5.93	23.78	101053.16	49794	0	MaeCJemison	
14	0:00:14	1/1/2019 	8718	928.00	138.00	37.27	23.78	101053.16	49795	0	MaeCJemison	
15	0:00:17	1/1/2019 	11126	366.00	9.00	11.87	23.79	101053.28	99803	0	MaeCJemison	
16	0:00:17	1/1/2019 	11132	911.00	113.00	32.54	23.79	101053.28	2575	1	MaeCJemison	
17	0:00:19	1/1/2019 	13273	908.00	109.00	31.75	23.79	101053.78	97769	0	MaeCJemison	
18	0:00:19	1/1/2019 	13808	811.00	45.00	22.03	23.79	101054.03	49795	0	MaeCJemison	
19	0:00:20	1/1/2019 	14635	161.00	9.00	8.33	23.80	101053.78	49796	1	MaeCJemison	
20	0:00:20	1/1/2019 	14834	120.00	8.00	7.15	23.80	101053.78	1820	0	MaeCJemison	
21	0:00:21	1/1/2019 	15420	196.00	9.00	9.22	23.80	101053.87	3943	0	MaeCJemison	
22	0:00:21	1/1/2019 	15427	276.00	9.00	10.74	23.80	101053.87	1822	0	MaeCJemison	
23	0:00:21	1/1/2019 	15673	608.00	9.00	14.12	23.80	101053.95	49795	0	MaeCJemison	
24	0:00:22	1/1/2019 	16743	826.00	54.00	22.95	23.80	101053.50	49793	0	MaeCJemison	
25	0:00:22	1/1/2019 	16969	918.00	128.00	35.44	23.80	101053.50	1821	0	MaeCJemison	
26	0:00:23	1/1/2019 	17429	76.00	9.00	6.07	23.81	101053.75	1820	0	MaeCJemison	
27	0:00:24	1/1/2019 	18437	195.00	8.00	9.18	23.81	101054.25	51776	0	MaeCJemison	
28	0:00:25	1/1/2019 	19246	67.00	9.00	5.94	23.81	101053.91	49795	0	MaeCJemison	
29	0:00:25	1/1/2019 	19613	540.00	9.00	13.29	23.81	101053.96	49798	0	MaeCJemison	
30	0:00:26	1/1/2019 	20755	584.00	9.00	13.82	23.82	101054.12	50553	0	MaeCJemison	
31	0:00:27	1/1/2019 	21055	480.00	9.00	12.77	23.82	101054.12	1830	0	MaeCJemison	
32	0:00:27	1/1/2019 	21071	669.00	10.00	14.91	23.82	101054.12	1828	1	MaeCJemison	
33	0:00:27	1/1/2019 	21491	410.00	9.00	12.26	23.82	101054.38	3951	0	MaeCJemison	
34	0:00:27	1/1/2019 	21859	220.00	9.00	9.74	23.82	101054.05	49800	0	MaeCJemison	
35	0:00:28	1/1/2019 	22765	547.00	9.00	13.37	23.83	101054.55	49796	0	MaeCJemison	
36	0:00:29	1/1/2019 	23241	655.00	10.00	14.84	23.83	101054.05	1821	0	MaeCJemison	
37	0:00:29	1/1/2019 	23645	416.00	9.00	12.31	23.83	101053.95	49798	0	MaeCJemison	
38	0:00:29	1/1/2019 	23730	613.00	9.00	14.18	23.83	101053.95	1821	0	MaeCJemison	
39	0:00:29	1/1/2019 	23850	966.00	269.00	52.52	23.83	101053.95	1821	1	MaeCJemison	
40	0:00:30	1/1/2019 	24908	106.00	9.00	6.76	23.83	101053.80	51777	0	MaeCJemison	
41	0:00:33	1/1/2019 	27223	976.00	537.00	92.19	23.84	101053.31	97775	0	MaeCJemison	
42	0:00:33	1/1/2019 	27634	743.00	18.00	17.61	23.84	101053.39	49798	1	MaeCJemison	
43	0:00:33	1/1/2019 	27944	951.00	150.00	39.29	23.84	101053.39	1821	0	MaeCJemison	
44	0:00:34	1/1/2019 	28264	891.00	93.00	28.66	23.85	101054.06	1822	0	MaeCJemison	
45	0:00:34	1/1/2019 	28477	193.00	9.00	9.15	23.85	101054.06	1823	0	MaeCJemison	
46	0:00:35	1/1/2019 	29338	254.00	9.00	10.38	23.85	101053.81	51833	0	MaeCJemison	
47	0:00:36	1/1/2019 	30476	484.00	9.00	12.80	23.86	101053.97	49798	0	MaeCJemison	
48	0:00:36	1/1/2019 	30735	355.00	9.00	11.76	23.86	101053.97	50751	0	MaeCJemison	
49	0:00:36	1/1/2019 	30851	681.00	11.00	15.28	23.86	101054.05	1820	0	MaeCJemison	
50	0:00:37	1/1/2019 	31595	645.00	10.00	14.76	23.86	101054.30	49796	0	MaeCJemison	
51	0:00:37	1/1/2019 	31747	207.00	9.00	9.47	23.86	101054.30	1822	0	MaeCJemison	
52	0:00:38	1/1/2019 	32118	386.00	9.00	12.06	23.86	101054.72	3944	0	MaeCJemison	
53	0:00:38	1/1/2019 	32417	133.00	8.00	7.53	23.86	101054.72	1820	0	MaeCJemison	
54	0:00:38	1/1/2019 	32711	97.00	9.00	6.52	23.87	101054.77	49796	0	MaeCJemison	
55	0:00:39	1/1/2019 	33655	564.00	9.00	13.57	23.87	101054.94	49794	0	MaeCJemison	
56	0:00:39	1/1/2019 	33881	67.00	8.00	5.94	23.87	101054.94	1822	0	MaeCJemison	
57	0:00:40	1/1/2019 	34651	608.00	9.00	14.12	23.87	101055.16	49795	0	MaeCJemison	
58	0:00:40	1/1/2019 	34774	277.00	9.00	10.76	23.87	101055.16	3800	0	MaeCJemison	
59	0:00:40	1/1/2019 	34817	741.00	17.00	17.32	23.88	101055.06	1821	0	MaeCJemison	
60	0:00:41	1/1/2019 	35345	962.00	280.00	54.01	23.88	101054.91	1821	0	MaeCJemison	
61	0:00:42	1/1/2019 	36834	485.00	9.00	12.81	23.88	101055.06	97770	0	MaeCJemison	
62	0:00:43	1/1/2019 	37387	437.00	9.00	12.47	23.88	101055.31	1822	0	MaeCJemison	
63	0:00:43	1/1/2019 	37638	538.00	9.00	13.27	23.89	101055.23	49796	0	MaeCJemison	
64	0:00:44	1/1/2019 	38337	176.00	12.00	8.75	23.89	101055.31	3800	0	MaeCJemison	
65	0:00:44	1/1/2019 	38646	955.00	156.00	40.21	23.89	101055.31	49797	1	MaeCJemison	
66	0:00:45	1/1/2019 	39648	569.00	9.00	13.63	23.89	101055.20	49795	0	MaeCJemison	
67	0:00:46	1/1/2019 	39999	168.00	9.00	8.52	23.89	101055.11	2772	0	MaeCJemison	
