###################################################################################################
### CosmicWatch: The Desktop Muon Detector
### Device ID: MaeCJemison
### Launch time: 0:00:05 1/1/2019
### Questions? Email Spencer N. Axani (saxani@mit.edu)
### Event Time Date TimeStamp[ms] ADC1 ADC2 SiPM[mV] Temp[C] Pressure[Pa] DeadTime[us] Coincident ID
###################################################################################################
1	0:00:06	1/1/2019 	353	885.00	85.00	27.24	23.66	101053.92	47951	0	MaeCJemison	
2	0:00:07	1/1/2019 	1589	536.00	9.00	13.25	23.66	101054.34	100802	0	MaeCJemison	
3	0:00:07	1/1/2019 	1636	973.00	313.00	59.24	23.66	101054.34	1821	0	MaeCJemison	
4	0:00:08	1/1/2019 	2799	101.00	9.00	6.62	23.66	101055.17	49766	0	MaeCJemison	
5	0:00:10	1/1/2019 	4460	111.00	8.00	6.89	23.66	101056.92	49763	0	MaeCJemison	
6	0:00:11	1/1/2019 	5346	339.00	9.00	11.58	23.66	101057.42	49762	0	MaeCJemison	
7	0:00:13	1/1/2019 	7799	614.00	10.00	14.40	23.66	101058.58	145650	0	MaeCJemison	
8	0:00:14	1/1/2019 	8309	959.00	195.00	44.94	23.66	101058.58	3821	0	MaeCJemison	
9	0:00:15	1/1/2019 	9304	113.00	9.00	6.95	23.66	101058.75	49767	0	MaeCJemison	
10	0:00:16	1/1/2019 	10657	418.00	9.00	12.33	23.66	101059.08	97707	0	MaeCJemison	
11	0:00:16	1/1/2019 	10797	964.00	189.00	44.33	23.66	101059.08	2772	0	MaeCJemison	
12	0:00:17	1/1/2019 	11433	92.00	9.00	6.39	23.66	101059.25	1821	0	MaeCJemison	
13	0:00:17	1/1/2019 	11744	618.00	10.00	14.46	23.66	101059.42	49762	0	MaeCJemison	
14	0:00:18	1/1/2019 	12676	890.00	89.00	27.94	23.66	101059.58	49764	0	MaeCJemison	
15	0:00:19	1/1/2019 	13031	948.00	149.00	39.13	23.66	101059.75	4020	0	MaeCJemison	
16	0:00:19	1/1/2019 	13635	476.00	10.00	12.83	23.66	101059.91	49767	0	MaeCJemison	
17	0:00:20	1/1/2019 	14057	671.00	11.00	15.24	23.66	101059.75	1821	0	MaeCJemison	
18	0:00:20	1/1/2019 	14171	672.00	11.00	15.24	23.66	101059.75	1822	0	MaeCJemison	
19	0:00:20	1/1/2019 	14319	662.00	11.00	15.18	23.66	101059.75	1820	0	MaeCJemison	
20	0:00:21	1/1/2019 	15685	74.00	9.00	6.03	23.66	101060.12	97709	0	MaeCJemison	
21	0:00:23	1/1/2019 	17822	174.00	9.00	8.68	23.66	101060.12	99715	0	MaeCJemison	
22	0:00:25	1/1/2019 	19343	170.00	9.00	8.57	23.66	101060.47	49766	0	MaeCJemison	
23	0:00:25	1/1/2019 	19944	557.00	9.00	13.48	23.66	101060.80	49763	0	MaeCJemison	
24	0:00:26	1/1/2019 	20705	804.00	42.00	21.71	23.66	101060.58	50714	0	MaeCJemison	
25	0:00:26	1/1/2019 	20877	126.00	8.00	7.32	23.66	101060.58	1821	0	MaeCJemison	
26	0:00:27	1/1/2019 	21146	251.00	9.00	10.33	23.66	101060.58	1820	0	MaeCJemison	
27	0:00:27	1/1/2019 	21376	667.00	11.00	15.21	23.66	101061.12	3945	0	MaeCJemison	
28	0:00:27	1/1/2019 	21693	198.00	9.00	9.26	23.66	101061.12	49772	0	MaeCJemison	
29	0:00:27	1/1/2019 	21841	89.00	9.00	6.32	23.66	101061.12	1828	0	MaeCJemison	
30	0:00:28	1/1/2019 	22464	177.00	9.00	8.75	23.66	101060.80	1824	0	MaeCJemison	
31	0:00:28	1/1/2019 	22914	854.00	65.00	24.23	23.66	101060.80	49764	0	MaeCJemison	
32	0:00:29	1/1/2019 	23409	518.00	9.00	13.08	23.66	101060.80	1821	0	MaeCJemison	
33	0:00:29	1/1/2019 	23478	950.00	146.00	38.64	23.66	101060.80	3800	0	MaeCJemison	
34	0:00:29	1/1/2019 	23769	162.00	9.00	8.36	23.66	101060.80	49769	0	MaeCJemison	
35	0:00:30	1/1/2019 	24196	713.00	13.00	16.01	23.66	101060.62	1823	0	MaeCJemison	
36	0:00:30	1/1/2019 	24250	891.00	92.00	28.48	23.66	101060.62	1829	0	MaeCJemison	
37	0:00:30	1/1/2019 	24402	577.00	9.00	13.73	23.66	101060.62	1827	0	MaeCJemison	
38	0:00:30	1/1/2019 	24438	77.00	9.00	6.08	23.66	101060.62	1827	0	MaeCJemison	
39	0:00:30	1/1/2019 	24593	685.00	11.00	15.29	23.66	101060.62	51749	0	MaeCJemison	
40	0:00:32	1/1/2019 	26612	185.00	9.00	8.95	23.66	101059.97	97715	0	MaeCJemison	
41	0:00:32	1/1/2019 	26665	389.00	9.00	12.09	23.66	101059.97	1822	0	MaeCJemison	
42	0:00:33	1/1/2019 	27176	410.00	9.00	12.26	23.66	101060.12	1823	0	MaeCJemison	
43	0:00:33	1/1/2019 	27233	139.00	9.00	7.71	23.66	101060.12	1828	0	MaeCJemison	
44	0:00:33	1/1/2019 	27727	69.00	9.00	5.97	23.66	101060.12	49770	0	MaeCJemison	
45	0:00:33	1/1/2019 	27959	177.00	9.00	8.75	23.66	101060.12	1828	0	MaeCJemison	
46	0:00:34	1/1/2019 	28013	70.00	8.00	5.98	23.66	101060.12	3806	0	MaeCJemison	
47	0:00:34	1/1/2019 	28252	461.00	9.00	12.64	23.66	101060.30	1825	0	MaeCJemison	
48	0:00:35	1/1/2019 	29794	347.00	9.00	11.67	23.66	101060.30	97710	0	MaeCJemison	
49	0:00:35	1/1/2019 	29853	91.00	9.00	6.37	23.66	101060.30	2772	0	MaeCJemison	
50	0:00:36	1/1/2019 	30089	198.00	9.00	9.26	23.66	101060.30	1819	0	MaeCJemison	
51	0:00:36	1/1/2019 	30097	145.00	9.00	7.88	23.66	101060.30	1820	0	MaeCJemison	
52	0:00:36	1/1/2019 	30125	169.00	9.00	8.54	23.66	101060.30	3942	0	MaeCJemison	
53	0:00:36	1/1/2019 	30808	873.00	82.00	26.70	23.66	101060.30	49764	0	MaeCJemison	
54	0:00:36	1/1/2019 	30902	656.00	10.00	14.85	23.66	101060.30	1822	0	MaeCJemison	
55	0:00:36	1/1/2019 	30966	76.00	9.00	6.07	23.66	101060.30	1822	0	MaeCJemison	
56	0:00:38	1/1/2019 	32280	280.00	9.00	10.80	23.66	101060.12	49765	0	MaeCJemison	
57	0:00:38	1/1/2019 	32327	396.00	9.00	12.15	23.66	101060.12	1828	0	MaeCJemison	
58	0:00:38	1/1/2019 	32374	914.00	114.00	32.74	23.66	101060.12	3806	0	MaeCJemison	
59	0:00:38	1/1/2019 	32436	927.00	126.00	35.08	23.66	101060.12	1828	0	MaeCJemison	
60	0:00:39	1/1/2019 	33321	232.00	9.00	9.98	23.66	101060.12	49775	0	MaeCJemison	
61	0:00:39	1/1/2019 	33477	972.00	289.00	55.33	23.66	101060.12	1829	0	MaeCJemison	
62	0:00:39	1/1/2019 	33639	895.00	95.00	29.04	23.66	101060.12	49778	0	MaeCJemison	
63	0:00:40	1/1/2019 	34360	784.00	28.00	19.88	23.66	101060.12	1827	0	MaeCJemison	
64	0:00:40	1/1/2019 	34446	80.00	9.00	6.14	23.66	101060.12	3808	0	MaeCJemison	
65	0:00:41	1/1/2019 	35035	709.00	13.00	16.01	23.66	101059.97	49769	0	MaeCJemison	
66	0:00:41	1/1/2019 	35245	836.00	57.00	23.28	23.66	101059.97	1822	0	MaeCJemison	
67	0:00:41	1/1/2019 	35836	739.00	16.00	17.02	23.66	101059.80	49766	0	MaeCJemison	
68	0:00:41	1/1/2019 	35932	528.00	9.00	13.17	23.66	101059.62	1823	0	MaeCJemison	
69	0:00:42	1/1/2019 	36233	63.00	9.00	5.91	23.66	101059.62	1827	0	MaeCJemison	
70	0:00:43	1/1/2019 	37420	139.00	9.00	7.71	23.66	101059.62	49772	0	MaeCJemison	
71	0:00:43	1/1/2019 	37918	551.00	9.00	13.41	23.66	101059.47	51748	0	MaeCJemison	
72	0:00:44	1/1/2019 	38278	113.00	9.00	6.95	23.66	101059.30	1821	0	MaeCJemison	
73	0:00:44	1/1/2019 	38301	683.00	11.00	15.28	23.66	101059.30	1820	0	MaeCJemison	
74	0:00:44	1/1/2019 	38770	96.00	9.00	6.49	23.66	101059.13	49767	0	MaeCJemison	
75	0:00:44	1/1/2019 	38916	959.00	155.00	40.06	23.66	101059.13	1820	0	MaeCJemison	
76	0:00:46	1/1/2019 	40990	958.00	187.00	44.12	23.67	101059.38	97723	0	MaeCJemison	
77	0:00:47	1/1/2019 	41085	591.00	9.00	13.91	23.67	101059.38	4901	0	MaeCJemison	
78	0:00:48	1/1/2019 	42784	813.00	50.00	22.52	23.67	101058.88	97710	0	MaeCJemison	
79	0:00:50	1/1/2019 	44215	174.00	9.00	8.68	23.67	101058.88	49766	0	MaeCJemison	
80	0:00:51	1/1/2019 	45561	85.00	9.00	6.24	23.67	101058.38	97706	0	MaeCJemison	
81	0:00:52	1/1/2019 	46163	69.00	9.00	5.97	23.67	101058.80	1822	0	MaeCJemison	
82	0:00:53	1/1/2019 	47829	269.00	9.00	10.63	23.67	101058.80	97706	0	MaeCJemison	
83	0:00:54	1/1/2019 	48275	681.00	12.00	15.60	23.67	101058.80	3856	0	MaeCJemison	
84	0:00:57	1/1/2019 	51682	94.00	9.00	6.44	23.67	101059.22	193600	0	MaeCJemison	
85	0:00:58	1/1/2019 	52027	257.00	9.00	10.43	23.67	101059.62	2774	0	MaeCJemison	
86	0:00:58	1/1/2019 	52949	615.00	10.00	14.41	23.67	101059.30	49771	0	MaeCJemison	
87	0:00:58	1/1/2019 	52972	95.00	9.00	6.47	23.67	101059.30	1821	0	MaeCJemison	
88	0:00:59	1/1/2019 	53313	110.00	8.00	6.86	23.67	101059.30	1821	0	MaeCJemison	
89	0:00:59	1/1/2019 	53408	276.00	8.00	10.71	23.67	101059.12	3945	0	MaeCJemison	
90	0:00:59	1/1/2019 	53934	833.00	57.00	23.27	23.67	101059.12	49772	0	MaeCJemison	
91	0:01:00	1/1/2019 	54093	362.00	9.00	11.83	23.67	101058.97	1825	0	MaeCJemison	
92	0:01:00	1/1/2019 	54355	368.00	9.00	11.89	23.67	101058.97	1822	0	MaeCJemison	
93	0:01:01	1/1/2019 	55373	737.00	17.00	17.31	23.68	101059.05	49764	0	MaeCJemison	
94	0:01:02	1/1/2019 	56645	864.00	77.00	25.89	23.68	101058.72	97711	0	MaeCJemison	
95	0:01:04	1/1/2019 	58484	885.00	88.00	27.75	23.68	101058.47	51747	0	MaeCJemison	
96	0:01:05	1/1/2019 	59172	106.00	9.00	6.76	23.68	101058.30	49766	0	MaeCJemison	
