###################################################################################################
### CosmicWatch: The Desktop Muon Detector
### Device ID: MaeCJemison
### Launch time: 0:00:06 1/1/2019
### Questions? Email Spencer N. Axani (saxani@mit.edu)
### Event Time Date TimeStamp[ms] ADC1 ADC2 SiPM[mV] Temp[C] Pressure[Pa] DeadTime[us] Coincident ID
###################################################################################################
1	0:00:07	1/1/2019 	288	657.00	11.00	15.14	23.65	102071.09	47978	0	MaeCJemison	
2	0:00:07	1/1/2019 	383	73.00	9.00	6.02	23.65	102071.09	4730	0	MaeCJemison	
3	0:00:07	1/1/2019 	435	885.00	79.00	26.26	23.65	102071.42	1820	1	MaeCJemison	
4	0:00:08	1/1/2019 	1348	672.00	11.00	15.24	23.65	102071.75	49796	0	MaeCJemison	
5	0:00:09	1/1/2019 	2119	823.00	52.00	22.74	23.65	102072.67	49795	1	MaeCJemison	
6	0:00:09	1/1/2019 	2194	822.00	55.00	23.04	23.65	102072.67	1823	1	MaeCJemison	
7	0:00:09	1/1/2019 	2311	406.00	9.00	12.23	23.65	102072.67	1822	0	MaeCJemison	
8	0:00:09	1/1/2019 	2341	953.00	151.00	39.45	23.65	102072.67	3800	0	MaeCJemison	
9	0:00:09	1/1/2019 	2362	330.00	9.00	11.48	23.65	102072.67	1820	0	MaeCJemison	
10	0:00:09	1/1/2019 	2573	131.00	9.00	7.47	23.65	102072.67	49794	0	MaeCJemison	
11	0:00:09	1/1/2019 	2682	479.00	9.00	12.77	23.66	102073.55	1820	0	MaeCJemison	
12	0:00:09	1/1/2019 	2807	497.00	9.00	12.90	23.66	102073.55	1821	0	MaeCJemison	
13	0:00:10	1/1/2019 	3005	923.00	133.00	36.37	23.66	102073.55	1822	0	MaeCJemison	
14	0:00:10	1/1/2019 	3499	846.00	73.00	25.26	23.66	102073.72	1820	0	MaeCJemison	
15	0:00:11	1/1/2019 	4426	207.00	9.00	9.47	23.66	102074.56	51776	0	MaeCJemison	
16	0:00:11	1/1/2019 	4548	143.00	9.00	7.82	23.66	102074.56	49796	0	MaeCJemison	
17	0:00:11	1/1/2019 	4825	717.00	13.00	16.01	23.66	102074.56	1886	0	MaeCJemison	
18	0:00:13	1/1/2019 	6609	794.00	37.00	21.15	23.67	102075.20	97776	0	MaeCJemison	
19	0:00:13	1/1/2019 	6660	86.00	9.00	6.26	23.67	102075.20	1822	0	MaeCJemison	
20	0:00:14	1/1/2019 	7157	349.00	9.00	11.70	23.67	102075.03	1821	0	MaeCJemison	
21	0:00:15	1/1/2019 	8472	459.00	9.00	12.62	23.67	102076.20	51777	0	MaeCJemison	
22	0:00:15	1/1/2019 	8890	661.00	11.00	15.17	23.67	102076.04	49796	0	MaeCJemison	
23	0:00:15	1/1/2019 	8949	207.00	9.00	9.47	23.67	102076.04	1821	0	MaeCJemison	
